pred_spend,pred_prob,CustomerID,recency,frequency,monetary_sum,spend_90_days,spend_90_days_flag
141.21437,0.39810246,13716.0,269.0,21,138.28,0.0,0.0
270.8112,0.670703,13717.0,128.0,71,955.99,489.02,1.0
141.21437,0.46707296,13718.0,246.0,12,306.55,0.0,0.0
141.21437,0.5139478,13719.0,205.0,20,338.74,702.94,1.0
217.85812,0.64271945,13720.0,116.0,43,799.9,0.0,0.0
616.67944,0.70944047,13722.0,131.0,85,2375.41,0.0,0.0
141.21437,0.3287123,13723.0,217.0,6,199.85000000000002,0.0,0.0
485.443,0.70353866,13725.0,169.0,95,1865.7,114.86,1.0
141.21437,0.5215709,13726.0,100.0,23,292.68,786.98,1.0
217.85812,0.6658365,13728.0,107.0,50,797.02,219.12,1.0
201.81711,0.58876044,13730.0,135.0,43,752.6,0.0,0.0
181.77557,0.46679527,13731.0,219.0,38,610.59,0.0,0.0
392.28055,0.6799382,13735.0,175.0,102,1409.69,1475.55,1.0
228.63481,0.41540083,13736.0,260.0,76,357.53,374.37,1.0
141.21437,0.4816153,13737.0,200.0,30,339.59999999999997,0.0,0.0
141.21437,0.32614496,13740.0,240.0,23,350.75,0.0,0.0
141.21437,0.49654645,13741.0,183.0,20,363.13,305.3,1.0
677.14215,0.7112363,13742.0,162.0,264,2648.7200000000003,482.3,1.0
217.85812,0.6024906,13743.0,107.0,30,912.1199999999999,429.47999999999996,1.0
368.99353,0.582262,13744.0,95.0,72,1156.36,0.0,0.0
141.21437,0.4945077,13745.0,162.0,25,300.04,0.0,0.0
141.21437,0.28365672,13747.0,373.0,1,79.6,0.0,0.0
217.85812,0.54105777,13748.0,95.0,28,948.25,0.0,0.0
314.66153,0.5372531,13750.0,140.0,19,1316.63,330.63,1.0
141.21437,0.47435388,13751.0,288.0,9,296.25,0.0,0.0
356.25272,0.6539774,13752.0,124.0,76,1186.28,0.0,0.0
201.81711,0.43551493,13753.0,287.0,35,741.26,0.0,0.0
141.21437,0.4077588,13754.0,151.0,12,282.59999999999997,0.0,0.0
686.8152,0.75784767,13756.0,93.0,91,2972.3300000000004,2217.19,1.0
616.67944,0.6879488,13758.0,201.0,95,2351.52,839.03,1.0
141.21437,0.399791,13760.0,256.0,28,135.09,151.70000000000002,1.0
147.30823,0.58612746,13761.0,179.0,32,491.71000000000004,578.9399999999999,1.0
141.21437,0.32048953,13762.0,218.0,7,306.72,0.0,0.0
270.8112,0.7407954,13764.0,144.0,138,945.63,576.13,1.0
3046.9114,0.8008602,13767.0,108.0,281,9676.37,7543.990000000001,1.0
618.465,0.7568511,13769.0,92.0,101,2176.62,619.89,1.0
392.28055,0.6287837,13771.0,199.0,70,1464.8500000000001,1169.6,1.0
254.77017,0.59814405,13772.0,96.0,106,686.22,445.91,1.0
6567.321,0.7912581,13777.0,129.0,119,12360.24,13616.92,1.0
141.21437,0.38569888,13778.0,103.0,9,178.7,0.0,0.0
141.21437,0.43868452,13780.0,170.0,9,116.28000000000002,243.73000000000002,1.0
141.21437,0.40174964,13781.0,250.0,17,127.84,0.0,0.0
234.72867,0.6090111,13782.0,124.0,62,487.93,424.07,1.0
546.44037,0.637071,13784.0,94.0,27,2124.15,338.64,1.0
141.21437,0.38798264,13786.0,367.0,7,230.39999999999998,0.0,0.0
141.21437,0.3775336,13787.0,364.0,7,106.4,202.64000000000001,1.0
350.6893,0.39704236,13791.0,127.0,11,1516.0,0.0,0.0
141.21437,0.3689219,13792.0,287.0,4,74.60000000000001,120.95,1.0
6159.284,0.8008602,13798.0,93.0,259,29161.14,7992.71,1.0
201.81711,0.53549725,13799.0,116.0,39,688.86,0.0,0.0
181.77557,0.32768705,13800.0,309.0,33,558.32,0.0,0.0
1042.6102,0.67788285,13802.0,138.0,60,4599.42,0.0,0.0
141.21437,0.40835258,13803.0,255.0,17,277.07,0.0,0.0
470.69714,0.7372492,13804.0,96.0,88,1543.41,1092.38,1.0
181.77557,0.5141564,13805.0,129.0,6,500.24,424.36,1.0
141.21437,0.3775336,13807.0,367.0,7,112.6,0.0,0.0
201.81711,0.5979658,13808.0,93.0,35,723.1,1024.56,1.0
141.21437,0.3663667,13809.0,305.0,12,155.05,0.0,0.0
217.85812,0.53077775,13811.0,183.0,13,814.5,0.0,0.0
141.21437,0.5369541,13812.0,105.0,20,278.74,260.26,1.0
141.21437,0.52096325,13813.0,134.0,17,385.14,981.72,1.0
443.76492,0.64981574,13814.0,92.0,57,1579.12,0.0,0.0
686.8152,0.6900042,13815.0,172.0,136,2977.75,1049.61,1.0
141.21437,0.36860293,13817.0,351.0,9,128.7,254.28,1.0
237.94444,0.41416267,13819.0,301.0,36,1140.35,0.0,0.0
598.3057,0.5888337,13821.0,144.0,59,385.64,0.0,0.0
1159.333,0.49546587,13823.0,91.0,26,650.42,307.24,1.0
350.6893,0.637886,13824.0,135.0,36,1429.84,269.1,1.0
141.21437,0.3689952,13826.0,176.0,10,189.5,0.0,0.0
228.63481,0.5426367,13827.0,133.0,61,300.76,111.29,1.0
392.28055,0.66696846,13831.0,138.0,64,1455.3899999999999,747.5999999999999,1.0
141.21437,0.4945077,13833.0,159.0,29,384.8,0.0,0.0
181.77557,0.58612746,13835.0,155.0,34,537.34,297.23,1.0
141.21437,0.52311987,13837.0,211.0,19,271.24,0.0,0.0
228.63481,0.64428514,13838.0,117.0,119,479.59,212.14,1.0
141.21437,0.36031196,13841.0,252.0,1,85.0,0.0,0.0
588.0317,0.68530434,13842.0,155.0,132,2165.27,1220.35,1.0
201.81711,0.68490094,13846.0,242.0,43,663.9300000000001,201.13,1.0
314.66153,0.40677562,13848.0,92.0,5,1255.0,0.0,0.0
181.77557,0.58612746,13849.0,170.0,38,593.5799999999999,944.37,1.0
485.443,0.73654634,13850.0,129.0,93,1595.48,0.0,0.0
677.14215,0.710776,13851.0,95.0,81,2651.46,0.0,0.0
1390.8287,0.7922844,13854.0,92.0,89,6469.16,1640.3600000000001,1.0
141.21437,0.49469566,13856.0,168.0,14,388.5,0.0,0.0
141.21437,0.40235424,13859.0,326.0,28,201.16,0.0,0.0
485.443,0.7372281,13862.0,108.0,110,1781.3,428.06,1.0
141.21437,0.40331975,13863.0,247.0,20,305.78,0.0,0.0
141.21437,0.52096325,13865.0,136.0,23,383.34000000000003,118.22,1.0
141.21437,0.33376718,13867.0,218.0,8,138.85,876.44,1.0
686.8152,0.7508251,13869.0,123.0,307,3104.95,0.0,0.0
588.0317,0.7459966,13870.0,101.0,88,2179.4700000000003,591.47,1.0
1095.7714,0.8008602,13871.0,92.0,245,4612.64,1790.6100000000001,1.0
141.21437,0.5215709,13873.0,119.0,23,389.6,0.0,0.0
181.77557,0.37161878,13874.0,358.0,18,540.45,0.0,0.0
392.28055,0.6749481,13875.0,133.0,81,1424.8,361.99,1.0
485.443,0.6482223,13880.0,145.0,88,1680.76,1539.01,1.0
4593.888,0.7922844,13881.0,95.0,121,9398.68,7760.84,1.0
485.443,0.5692401,13883.0,218.0,94,1742.78,931.7,1.0
141.21437,0.38337597,13884.0,277.0,10,196.25,591.35,1.0
181.77557,0.47867155,13885.0,189.0,28,506.8,0.0,0.0
141.21437,0.5139478,13887.0,204.0,19,349.55,0.0,0.0
181.77557,0.58908004,13888.0,119.0,40,605.63,0.0,0.0
141.21437,0.5197232,13889.0,92.0,15,416.90000000000003,0.0,0.0
181.77557,0.5057569,13890.0,107.0,30,501.11,1382.7,1.0
141.21437,0.3611231,13892.0,246.0,3,54.519999999999996,578.4499999999999,1.0
217.85812,0.4577775,13893.0,297.0,21,821.1,0.0,0.0
141.21437,0.38879877,13894.0,310.0,10,160.85,403.77000000000004,1.0
217.85812,0.63117164,13895.0,143.0,45,937.3000000000001,1655.77,1.0
141.21437,0.37154067,13898.0,325.0,12,155.93,0.0,0.0
141.21437,0.5080309,13899.0,274.0,15,298.5,90.02,1.0
201.81711,0.5806431,13900.0,183.0,43,740.95,0.0,0.0
677.14215,0.7698826,13901.0,107.0,134,2652.28,214.92000000000002,1.0
141.21437,0.40431696,13904.0,294.0,17,201.12,131.52,1.0
392.28055,0.6749481,13908.0,126.0,76,1461.61,907.94,1.0
616.67944,0.7436302,13911.0,144.0,144,2437.63,143.28,1.0
141.21437,0.44010547,13917.0,191.0,5,65.38,206.66,1.0
141.21437,0.38337597,13918.0,253.0,8,198.2,1014.64,1.0
141.21437,0.47451225,13919.0,121.0,16,213.15,171.66,1.0
141.21437,0.38835603,13922.0,351.0,7,172.25,0.0,0.0
201.81711,0.5530931,13925.0,92.0,41,678.25,0.0,0.0
141.21437,0.61467034,13928.0,106.0,13,225.45000000000002,239.12,1.0
217.85812,0.44280362,13929.0,169.0,9,842.65,0.0,0.0
141.21437,0.4867595,13930.0,136.0,10,210.0,127.33999999999999,1.0
314.66153,0.5455573,13931.0,95.0,58,1237.53,0.0,0.0
141.21437,0.31529596,13932.0,294.0,16,307.4,0.0,0.0
181.77557,0.49546587,13933.0,109.0,23,608.7900000000001,0.0,0.0
217.85812,0.39824802,13934.0,263.0,31,922.1,0.0,0.0
141.21437,0.4945077,13936.0,179.0,26,376.58,0.0,0.0
141.21437,0.39895424,13937.0,169.0,9,158.85,0.0,0.0
141.21437,0.58908004,13939.0,108.0,34,390.21,178.34,1.0
141.21437,0.5215709,13940.0,116.0,27,391.06,448.08000000000004,1.0
645.22375,0.6896037,13941.0,171.0,28,2831.26,2281.7000000000003,1.0
141.21437,0.48969954,13946.0,201.0,9,485.96999999999997,75.6,1.0
141.21437,0.35688236,13948.0,360.0,3,102.0,0.0,0.0
181.77557,0.60613894,13949.0,94.0,38,537.9,1889.42,1.0
141.21437,0.38337597,13950.0,246.0,7,179.30999999999997,565.75,1.0
201.81711,0.5234161,13951.0,176.0,39,674.45,0.0,0.0
686.8152,0.43810546,13952.0,217.0,137,3251.071,0.0,0.0
635.5507,0.5590257,13953.0,115.0,12,2604.36,911.32,1.0
141.21437,0.5376858,13955.0,154.0,33,322.96,0.0,0.0
254.77017,0.6134097,13956.0,138.0,112,680.27,346.15,1.0
141.21437,0.52448106,13959.0,281.0,34,337.44,260.76,1.0
141.21437,0.35556057,13962.0,245.0,7,117.6,51.95,1.0
201.81711,0.4107374,13963.0,308.0,35,664.54,0.0,0.0
141.21437,0.4809313,13967.0,145.0,2,80.7,0.0,0.0
936.7996,0.7522472,13969.0,107.0,352,3911.35,5142.59,1.0
485.443,0.7372281,13971.0,106.0,108,1985.9,772.36,1.0
141.21437,0.44209808,13972.0,201.0,9,145.9,44.349999999999994,1.0
141.21437,0.3876584,13973.0,287.0,11,264.7,0.0,0.0
392.28055,0.7567919,13975.0,128.0,214,1497.71,1028.57,1.0
141.21437,0.52626985,13976.0,206.0,10,357.98,0.0,0.0
356.25272,0.6539774,13982.0,163.0,73,1230.1399999999999,641.67,1.0
485.443,0.6685951,13983.0,187.0,76,1681.06,922.37,1.0
217.85812,0.5502437,13984.0,126.0,12,819.33,101.18,1.0
686.8152,0.7698826,13985.0,107.0,156,2773.04,4287.09,1.0
485.443,0.70353866,13988.0,162.0,112,1923.5,2224.46,1.0
217.85812,0.5960858,13989.0,239.0,23,896.6700000000001,369.40999999999997,1.0
141.21437,0.44319817,13990.0,213.0,16,311.3,0.0,0.0
141.21437,0.4918208,13991.0,143.0,7,126.35,729.62,1.0
588.0317,0.7459966,13993.0,100.0,93,2247.41,1218.95,1.0
141.21437,0.5215709,13994.0,105.0,21,419.56,1893.5800000000002,1.0
217.85812,0.6403797,13995.0,115.0,54,871.9,521.79,1.0
686.8152,0.7698826,13999.0,95.0,154,2868.9700000000003,1032.8400000000001,1.0
201.81711,0.5075914,14000.0,211.0,15,635.66,0.0,0.0
314.66153,0.5801025,14001.0,232.0,24,1309.14,733.94,1.0
181.77557,0.5884904,14002.0,134.0,47,529.73,0.0,0.0
686.8152,0.73366106,14004.0,98.0,115,3203.26,1379.3799999999999,1.0
201.81711,0.5462239,14005.0,133.0,38,696.56,2178.16,1.0
217.85812,0.59948754,14006.0,115.0,30,962.19,0.0,0.0
201.81711,0.5414991,14009.0,198.0,42,695.61,0.0,0.0
141.21437,0.33276722,14012.0,277.0,11,328.8,0.0,0.0
141.21437,0.58908004,14013.0,110.0,34,473.02,0.0,0.0
914.07166,0.691115,14016.0,161.0,161,4341.21,0.0,0.0
217.85812,0.63829285,14019.0,98.0,42,800.53,621.0799999999999,1.0
181.77557,0.48497766,14021.0,155.0,22,631.9,0.0,0.0
141.21437,0.38390282,14022.0,225.0,28,440.0,0.0,0.0
141.21437,0.5104613,14023.0,250.0,16,273.14,310.93,1.0
141.21437,0.5215709,14024.0,121.0,16,327.7,0.0,0.0
141.21437,0.51282376,14029.0,144.0,6,165.20000000000002,302.46,1.0
485.443,0.76068944,14030.0,121.0,164,1657.5,702.59,1.0
3046.9114,0.8008602,14031.0,126.0,174,9627.03,7659.83,1.0
485.443,0.70353866,14032.0,168.0,96,1845.37,1130.22,1.0
141.21437,0.4945077,14034.0,157.0,25,473.90999999999997,177.91,1.0
217.85812,0.6024906,14035.0,107.0,26,837.26,590.76,1.0
181.77557,0.3969047,14036.0,284.0,38,626.65,0.0,0.0
141.21437,0.3896007,14037.0,176.0,28,147.20000000000002,0.0,0.0
279.53564,0.65133655,14038.0,144.0,65,1086.42,473.96,1.0
677.14215,0.78081125,14040.0,94.0,178,2748.31,866.61,1.0
141.21437,0.39810246,14041.0,266.0,21,141.41,0.0,0.0
234.72867,0.633381,14044.0,103.0,185,542.11,110.71000000000001,1.0
443.85175,0.4068636,14045.0,109.0,6,1659.75,0.0,0.0
141.21437,0.370234,14046.0,284.0,14,154.99,0.0,0.0
201.81711,0.48793444,14047.0,199.0,18,635.92,672.69,1.0
228.63481,0.41064194,14048.0,305.0,85,409.93,0.0,0.0
936.7996,0.7112363,14049.0,158.0,276,3285.39,2396.33,1.0
141.21437,0.58908004,14050.0,106.0,37,485.98,260.38,1.0
3641.645,0.7995399,14051.0,91.0,129,9271.84,6338.55,1.0
141.21437,0.43202558,14053.0,124.0,4,260.25,0.0,0.0
201.81711,0.43176427,14055.0,106.0,10,725.6400000000001,0.0,0.0
1495.4645,0.8008602,14056.0,107.0,745,5382.51,2832.14,1.0
1301.3992,0.8008602,14057.0,100.0,238,4811.98,1405.98,1.0
141.21437,0.38337597,14059.0,266.0,8,183.6,0.0,0.0
914.07166,0.7995399,14060.0,108.0,139,4102.78,2037.64,1.0
2052.2864,0.7922844,14062.0,91.0,96,8800.67,1664.18,1.0
237.94444,0.63708174,14064.0,113.0,58,1097.6799999999998,256.06,1.0
141.21437,0.36610448,14066.0,266.0,7,152.55,0.0,0.0
141.21437,0.5764089,14067.0,96.0,25,224.67,150.03,1.0
141.21437,0.40431696,14068.0,320.0,24,265.85,0.0,0.0
141.21437,0.32753325,14071.0,260.0,29,356.81,1082.01,1.0
141.21437,0.3128915,14075.0,261.0,18,307.92,634.34,1.0
141.21437,0.4618062,14076.0,129.0,46,122.47,0.0,0.0
141.21437,0.5376858,14077.0,182.0,34,310.4,189.01999999999998,1.0
270.8112,0.58201593,14078.0,101.0,65,1049.37,0.0,0.0
141.21437,0.46937147,14079.0,124.0,12,375.1,0.0,0.0
270.8112,0.35595247,14081.0,302.0,153,934.52,0.0,0.0
141.21437,0.40268263,14082.0,364.0,29,182.25,0.0,0.0
234.72867,0.65394056,14083.0,126.0,102,548.92,469.51,1.0
686.8152,0.751931,14085.0,141.0,346,3248.19,1200.35,1.0
9565.209,0.8008602,14088.0,128.0,295,25507.89,24983.920000000002,1.0
141.21437,0.28365672,14090.0,324.0,1,76.32000000000001,0.0,0.0
677.14215,0.7698826,14092.0,99.0,157,2745.42,1331.49,1.0
4376.9077,0.5529222,14096.0,91.0,59,244.68,64920.11,1.0
588.0317,0.77038443,14099.0,120.0,200,2309.92,794.25,1.0
141.21437,0.35299695,14100.0,137.0,26,194.9,0.0,0.0
1278.6714,0.7127538,14101.0,142.0,30,4944.389999999999,1032.4,1.0
141.21437,0.472037,14104.0,154.0,21,216.20999999999998,0.0,0.0
356.25272,0.5199636,14105.0,239.0,74,1266.23,0.0,0.0
616.67944,0.74668294,14107.0,96.0,115,2461.94,241.29,1.0
141.21437,0.5215709,14108.0,101.0,16,291.33,306.58,1.0
686.8152,0.741115,14110.0,119.0,102,3259.62,2423.5299999999997,1.0
141.21437,0.47121674,14111.0,95.0,5,295.5,397.35,1.0
485.443,0.7372281,14112.0,130.0,110,1900.82,1014.33,1.0
141.21437,0.38512337,14113.0,354.0,2,433.5,1406.92,1.0
141.21437,0.34534693,14114.0,273.0,15,386.53,0.0,0.0
181.77557,0.60613894,14116.0,92.0,33,628.87,753.87,1.0
141.21437,0.4809313,14117.0,143.0,3,90.0,0.0,0.0
201.81711,0.50010884,14127.0,122.0,44,709.71,0.0,0.0
141.21437,0.40331975,14128.0,255.0,22,305.54,331.96,1.0
201.81711,0.5979658,14129.0,95.0,34,726.23,397.63,1.0
228.63481,0.3803811,14130.0,319.0,67,483.86,0.0,0.0
470.69714,0.73654634,14132.0,113.0,87,1552.46,2033.57,1.0
181.77557,0.49485716,14133.0,129.0,28,605.64,0.0,0.0
686.8152,0.73295206,14135.0,105.0,106,3190.32,1499.99,1.0
141.21437,0.5369541,14141.0,105.0,16,285.16,629.97,1.0
141.21437,0.34870982,14142.0,373.0,22,311.81,0.0,0.0
141.21437,0.45626187,14143.0,133.0,7,115.8,0.0,0.0
630.5516,0.6279033,14145.0,156.0,8,2851.2,891.0,1.0
485.443,0.64130694,14146.0,254.0,65,1903.73,2287.27,1.0
141.21437,0.3876584,14147.0,285.0,2,182.8,300.6,1.0
141.21437,0.33758914,14148.0,233.0,3,157.2,0.0,0.0
141.21437,0.38390282,14149.0,220.0,28,446.62,0.0,0.0
141.21437,0.47469443,14150.0,359.0,12,306.18,352.46000000000004,1.0
141.21437,0.3597933,14152.0,234.0,29,314.51,306.78000000000003,1.0
314.66153,0.4932656,14154.0,239.0,52,1345.62,0.0,0.0
141.21437,0.36490276,14155.0,266.0,6,118.75,0.0,0.0
22657.66,0.8008602,14156.0,93.0,1202,98858.34,18521.29,1.0
141.21437,0.44340768,14157.0,285.0,39,277.17,155.71,1.0
686.8152,0.77134234,14159.0,95.0,730,2759.89,1933.12,1.0
279.53564,0.50349116,14161.0,215.0,108,1110.52,0.0,0.0
141.21437,0.4945077,14162.0,173.0,25,289.36,0.0,0.0
443.85175,0.6219411,14163.0,152.0,42,1659.39,786.52,1.0
141.21437,0.399791,14165.0,275.0,25,122.53999999999999,0.0,0.0
141.21437,0.58612746,14167.0,165.0,41,402.1,172.74,1.0
141.21437,0.5771981,14171.0,98.0,58,363.79,0.0,0.0
141.21437,0.33525476,14173.0,219.0,11,114.04,336.8,1.0
725.92377,0.6539774,14175.0,171.0,59,1205.99,2016.31,1.0
181.77557,0.34969413,14176.0,297.0,31,576.9000000000001,0.0,0.0
141.21437,0.5582743,14177.0,95.0,39,309.41,250.0,1.0
234.72867,0.65644014,14178.0,98.0,104,493.36,1127.57,1.0
944.505,0.8008602,14180.0,91.0,218,4258.92,489.6,1.0
141.21437,0.3876584,14185.0,331.0,3,197.65,0.0,0.0
314.66153,0.6135568,14188.0,109.0,43,1383.46,670.9,1.0
686.8152,0.7586217,14189.0,96.0,184,3267.92,1386.16,1.0
588.0317,0.7459966,14191.0,108.0,113,2258.26,2426.5,1.0
141.21437,0.32933214,14193.0,269.0,23,422.53999999999996,430.85,1.0
1495.4645,0.8008602,14194.0,106.0,317,5666.45,5683.07,1.0
217.85812,0.39388174,14195.0,201.0,7,1012.0,0.0,0.0
141.21437,0.4800865,14196.0,106.0,6,335.52,0.0,0.0
141.21437,0.5304676,14198.0,145.0,21,356.95,344.45,1.0
141.21437,0.35306147,14199.0,218.0,2,185.39999999999998,0.0,0.0
181.77557,0.5492186,14201.0,149.0,24,521.24,226.2,1.0
141.21437,0.3867456,14205.0,264.0,14,222.9,243.8,1.0
141.21437,0.32614496,14206.0,239.0,20,328.15999999999997,0.0,0.0
141.21437,0.5079547,14208.0,94.0,10,151.74,0.0,0.0
485.443,0.710583,14209.0,121.0,81,1876.33,197.10000000000002,1.0
485.443,0.7372281,14210.0,105.0,102,1905.8400000000001,0.0,0.0
279.53564,0.5847354,14211.0,96.0,61,1129.93,1111.17,1.0
640.4821,0.65589225,14214.0,156.0,59,899.16,105.22,1.0
279.53564,0.64569855,14215.0,186.0,62,1098.27,691.45,1.0
356.25272,0.5875613,14217.0,99.0,63,1211.5,793.48,1.0
181.77557,0.37193406,14220.0,247.0,21,632.4,0.0,0.0
677.14215,0.7698826,14221.0,113.0,137,2617.0099999999998,815.79,1.0
201.81711,0.5438064,14222.0,177.0,41,683.17,0.0,0.0
270.8112,0.64330125,14223.0,92.0,60,991.13,0.0,0.0
270.8112,0.6767959,14224.0,110.0,118,1050.12,0.0,0.0
443.85175,0.6034355,14226.0,210.0,42,1709.4,522.7900000000001,1.0
616.67944,0.6798036,14227.0,196.0,134,2399.52,951.44,1.0
217.85812,0.5557232,14229.0,291.0,26,762.13,785.0699999999999,1.0
217.85812,0.6281449,14231.0,183.0,50,925.71,0.0,0.0
470.69714,0.73654634,14232.0,115.0,91,1573.33,474.74,1.0
217.85812,0.5347369,14233.0,211.0,20,959.1,503.62,1.0
686.8152,0.7005221,14235.0,157.0,72,2802.86,342.0,1.0
141.21437,0.38798264,14236.0,372.0,3,189.3,301.56,1.0
141.21437,0.40503114,14237.0,373.0,9,161.0,0.0,0.0
141.21437,0.3663667,14238.0,326.0,8,146.85,0.0,0.0
485.443,0.7483309,14239.0,94.0,91,1880.89,499.96000000000004,1.0
141.21437,0.38894114,14240.0,225.0,10,226.85,663.49,1.0
141.21437,0.46299592,14241.0,183.0,10,213.70000000000002,0.0,0.0
141.21437,0.48674178,14242.0,234.0,16,280.55,0.0,0.0
588.0317,0.70513767,14243.0,95.0,127,2305.95,282.82,1.0
485.443,0.5692401,14245.0,219.0,108,1693.45,0.0,0.0
392.28055,0.6749481,14246.0,110.0,75,1474.06,0.0,0.0
141.21437,0.39810246,14247.0,278.0,20,136.76999999999998,0.0,0.0
141.21437,0.47157532,14248.0,318.0,8,302.58,0.0,0.0
217.85812,0.3740416,14256.0,260.0,53,969.0600000000001,0.0,0.0
677.14215,0.7470228,14257.0,123.0,100,2725.84,373.88,1.0
2968.3638,0.6133861,14258.0,151.0,87,9386.32,3283.66,1.0
141.21437,0.45626187,14259.0,141.0,5,120.0,0.0,0.0
217.85812,0.6403797,14262.0,107.0,51,855.0,1763.23,1.0
141.21437,0.49654645,14264.0,154.0,17,333.97,0.0,0.0
181.77557,0.48482484,14265.0,109.0,31,530.18,0.0,0.0
350.6893,0.62872005,14267.0,162.0,55,1516.24,0.0,0.0
147.30823,0.36232963,14270.0,331.0,29,492.65000000000003,0.0,0.0
141.21437,0.33525476,14271.0,225.0,10,112.32,0.0,0.0
141.21437,0.36490276,14272.0,254.0,8,132.09,305.87,1.0
141.21437,0.52096325,14273.0,136.0,23,450.05,109.92,1.0
279.53564,0.5847354,14276.0,98.0,64,1119.74,0.0,0.0
485.443,0.56460285,14277.0,212.0,75,1637.43,2578.77,1.0
141.21437,0.44010547,14280.0,196.0,8,134.04,0.0,0.0
624.34503,0.7459966,14282.0,109.0,94,2495.44,1233.9,1.0
141.21437,0.41372305,14285.0,176.0,1,5.9,1904.1100000000001,1.0
518.91473,0.64845866,14286.0,242.0,141,2050.08,2578.67,1.0
141.21437,0.45565397,14287.0,198.0,4,83.28,93.35,1.0
141.21437,0.44319817,14288.0,213.0,16,426.6,0.0,0.0
217.85812,0.63094044,14289.0,134.0,42,832.78,78.48,1.0
217.85812,0.54335773,14290.0,361.0,23,777.5600000000001,1537.0900000000001,1.0
616.67944,0.7689204,14291.0,120.0,139,2355.54,1527.71,1.0
677.14215,0.69912475,14292.0,145.0,62,2590.21,2281.7200000000003,1.0
201.81711,0.58020467,14293.0,147.0,40,739.41,307.15000000000003,1.0
141.21437,0.38337597,14297.0,274.0,11,232.6,1072.73,1.0
8999.166,0.8008602,14298.0,99.0,1291,41182.51,10344.79,1.0
616.67944,0.71003014,14299.0,107.0,76,2437.14,1528.48,1.0
201.81711,0.49017966,14301.0,117.0,13,640.14,0.0,0.0
141.21437,0.38583362,14304.0,222.0,17,383.45,0.0,0.0
270.8112,0.6261558,14305.0,113.0,63,1048.45,810.51,1.0
588.0317,0.768458,14307.0,134.0,144,2307.89,687.83,1.0
485.443,0.674712,14309.0,93.0,83,1633.7,718.83,1.0
141.21437,0.31882164,14311.0,242.0,20,310.26,0.0,0.0
1159.333,0.56796813,14312.0,91.0,58,1047.19,564.4,1.0
141.21437,0.5079547,14314.0,106.0,8,120.0,0.0,0.0
470.69714,0.6749481,14315.0,129.0,68,1550.15,930.98,1.0
141.21437,0.5012669,14320.0,206.0,31,477.79,0.0,0.0
270.8112,0.65589225,14321.0,116.0,78,900.65,630.1,1.0
181.77557,0.58908004,14323.0,114.0,36,605.0600000000001,0.0,0.0
141.21437,0.37061316,14326.0,242.0,8,183.85,0.0,0.0
141.21437,0.40600425,14327.0,163.0,12,311.65,0.0,0.0
914.07166,0.7586217,14329.0,108.0,193,3485.03,1529.81,1.0
141.21437,0.5215709,14331.0,124.0,28,462.65999999999997,0.0,0.0
141.21437,0.4899137,14332.0,147.0,2,119.04,747.27,1.0
616.67944,0.7784608,14334.0,93.0,148,2328.71,223.5,1.0
141.21437,0.58695656,14335.0,96.0,42,359.25,109.01,1.0
649.2066,0.6356908,14336.0,198.0,59,1114.39,500.52000000000004,1.0
181.77557,0.47231686,14338.0,161.0,31,588.22,0.0,0.0
141.21437,0.3162716,14339.0,242.0,14,309.52,0.0,0.0
141.21437,0.33525476,14340.0,218.0,6,134.7,0.0,0.0
279.53564,0.65133655,14341.0,130.0,66,1139.52,1042.76,1.0
141.21437,0.5139267,14342.0,137.0,11,419.74,248.82,1.0
270.8112,0.65589225,14344.0,127.0,71,889.9300000000001,0.0,0.0
270.8112,0.6261558,14346.0,120.0,60,1021.58,0.0,0.0
141.21437,0.32933214,14348.0,260.0,18,409.57,0.0,0.0
141.21437,0.40835258,14350.0,274.0,18,282.93,0.0,0.0
141.21437,0.3173946,14351.0,164.0,1,51.0,0.0,0.0
237.94444,0.6169243,14352.0,157.0,47,1078.96,0.0,0.0
141.21437,0.3250503,14353.0,215.0,6,90.6,0.0,0.0
141.21437,0.38798264,14355.0,365.0,11,174.4,0.0,0.0
279.53564,0.582262,14360.0,94.0,72,1134.69,993.54,1.0
914.07166,0.6757241,14364.0,108.0,69,3717.35,0.0,0.0
1495.4645,0.772397,14367.0,137.0,337,5448.45,3813.07,1.0
141.21437,0.3663667,14368.0,319.0,8,155.0,0.0,0.0
141.21437,0.35620832,14371.0,295.0,4,100.5,0.0,0.0
141.21437,0.35584316,14373.0,358.0,4,76.55,0.0,0.0
228.63481,0.5147702,14375.0,185.0,75,257.68,0.0,0.0
181.77557,0.4476496,14377.0,191.0,11,617.05,0.0,0.0
141.21437,0.4157708,14379.0,295.0,17,110.98,237.12,1.0
141.21437,0.5038804,14383.0,163.0,15,242.09,1005.6,1.0
141.21437,0.36912534,14386.0,296.0,7,142.4,0.0,0.0
141.21437,0.58908004,14387.0,109.0,40,440.76,1329.8,1.0
609.62823,0.7784608,14388.0,91.0,133,2277.77,935.07,1.0
141.21437,0.4922715,14389.0,190.0,19,311.14,732.32,1.0
485.443,0.71713203,14390.0,144.0,143,1592.66,3060.16,1.0
141.21437,0.32418305,14393.0,218.0,5,67.95,0.0,0.0
485.443,0.7111603,14395.0,177.0,186,1966.22,1541.49,1.0
141.21437,0.59745234,14396.0,371.0,34,110.35000000000001,377.64,1.0
217.85812,0.6083629,14397.0,93.0,42,1036.12,1576.84,1.0
